Gene_ID,Tissue,Tissue_Median_TPM,Other_Tissues_Mean_TPM,Other_Tissues_Maximum_TPM,Fold_Enrichment_vs_Other_Mean,Fold_Enrichment_vs_Second_Highest,Relative_Expression_Fraction,Tau,Expression_Class,Maximum_Tissue_Recalculated,Description,TF_Family,Marker_Score
Ca_22694,Endosperm,7.024518,0.03361570967741936,0.576213,7.763541057734472,5.091011176788924,0.8708146735832485,0.9952145172555016,Tissue-specific,Endosperm,polygalacturonase-like [Glycine max],NA,8.840687239166328
Ca_04403,Endosperm,6.804052,0.003145935483870968,0.097524,7.779577949678567,7.110598037036093,0.98586931448701,0.9995376379422334,Tissue-specific,Endosperm,uncharacterized protein LOC100818023 [Glycine max],NA,8.769131539952856
Ca_02827,Endosperm,17.439054,2.4360886612903228,10.680163,5.36629168150619,1.578664099122589,0.18760183148692655,0.8603084398218892,Tissue-specific,Endosperm,biotin carboxyl carrier acetyl-CoA carboxylase,NA,8.768144751515386
Ca_19888,Endosperm,7.625718,0.17068506451612903,3.330106,7.368094341893057,1.9920339132575506,0.5903649892718524,0.9776171811603668,Tissue-specific,Endosperm,plant invertase/pectin methylesterase inhibitor,NA,8.756430305334971
Ca_20361,Endosperm,6.812826,0.011156645161290323,0.115354,7.726622811002514,7.00479489023216,0.9516871960508931,0.9983624056799204,Tissue-specific,Endosperm,"F-box/kelch-repeat protein, putative",NA,8.73443375745604
Ca_24031,Endosperm,6.927931,0.03897111290322581,0.459367,7.630559600301844,5.432445025822839,0.8515118942143258,0.994374783336724,Tissue-specific,Endosperm,WRKY family transcription factor,WRKY,8.707829815446125
Ca_05076,Endosperm,6.906976,0.03624522580645161,0.13301,7.630410064226297,6.978734521319318,0.860084541859876,0.99475237414949,Tissue-specific,Endosperm,"nuclear factor Y, subunit B6",NF-YB,8.699916631886461
Ca_24750,Endosperm,7.711913,0.21423061290322581,4.760392,7.174842165418488,1.5123819698381635,0.5373008909179101,0.9722208208387172,Tissue-specific,Endosperm,GDSL-like Lipase/Acylhydrolase superfamily protein,NA,8.631856783664205
Ca_06045,Endosperm,6.692851,0.008986193548387098,0.1385605,7.624337229973287,6.756646660410228,0.9600408697047935,0.9986573444488176,Tissue-specific,Endosperm,expansin B4,NA,8.614727881499679
Ca_01283,Endosperm,7.682676,0.2270338064516129,2.312041,7.076150595319719,2.621548465130716,0.5218952546084011,0.9704486032664122,Tissue-specific,Endosperm,ubiquitin-protein ligase 1,NA,8.542275431586598
Ca_03712,Endosperm,7.948231,0.3076488064516129,2.926592,6.842992518978843,2.2788797511939105,0.4545653205335851,0.9612934241025942,Tissue-specific,Endosperm,emp24/gp25L/p24 family/GOLD family protein,NA,8.43272434155423
Ca_02828,Endosperm,14.794836,1.972986935483871,7.016071,5.312783521340735,1.970396220292959,0.19477799347900537,0.8666435413353774,Tissue-specific,Endosperm,Zinc finger C-x8-C-x5-C-x3-H type family protein,C3H,8.313720122288453
Ca_18207,Endosperm,6.606777,0.048169967741935486,1.098009,7.257198006147059,3.62571228245446,0.8156468494129538,0.9927090065637246,Tissue-specific,Endosperm,"F-box/kelch-repeat protein, putative",NA,8.309288677833013
Ca_25051,Endosperm,8.028805,0.35954638709677417,4.310642,6.641042251806094,1.7001343717011994,0.41871773718166655,0.9552179449996888,Tissue-specific,Endosperm,zinc induced facilitator-like 2,NA,8.282652548518458
Ca_21882,Endosperm,6.588312,0.0629881935483871,0.52791,7.138660660631863,4.966465302275658,0.7713796574758816,0.990439403363352,Tissue-specific,Endosperm,Unknown protein,NA,8.21155870362386
Ca_24032,Endosperm,8.385978,0.5141108870967742,2.896569,6.199003045277023,2.4087801345234743,0.34476975488906975,0.938693985710817,Tissue-specific,Endosperm,WRKY family transcription factor,WRKY,7.981538126356802
Ca_21714,Endosperm,8.691549,0.5950883387096775,3.645522,6.075869758937509,2.0862131316997314,0.3202570811779786,0.9315325336473766,Tissue-specific,Endosperm,"unknown protein DS12 from 2D-PAGE of leaf, chloroplastic-like [Glycine max]",NA,7.945617677547078
Ca_19175,Endosperm,6.257006,0.047962806451612904,0.431455,6.924869809618643,5.06967106894733,0.8079964844373982,0.992334543637706,Tissue-specific,Endosperm,lipoxygenase 2,NA,7.92157277383186
Ca_13556,Endosperm,11.825917,1.3883580161290323,3.046696,5.370181904632456,3.169478755013967,0.21554567864835472,0.8826003923307569,Tissue-specific,Endosperm,protein kinase family protein,NA,7.8783506019998715
Ca_01766,Endosperm,6.297951,0.08069229032258064,0.866933,6.753033278160616,3.9090588682079113,0.7157240733812669,0.9871875328463844,Tissue-specific,Endosperm,uncharacterized protein LOC100792279 isoform X1 [Glycine max],NA,7.800237615883069
Ca_02626,Endosperm,7.147959,0.28990948387096777,3.686238,6.316690513467887,1.7386993575657064,0.4430053436741505,0.9594416414712272,Tissue-specific,Endosperm,Myb/SANT-like DNA-binding domain protein,NA,7.721405658945662
Ca_17385,Endosperm,6.083807,0.052646064516129035,0.777547,6.7295240430659105,3.985158760921652,0.7884832944198522,0.9913465261938572,Tissue-specific,Endosperm,serine carboxypeptidase-like 45,NA,7.70164068464194
Ca_13962,Endosperm,9.869218,0.9581002580645162,3.498286,5.550899631024857,2.41630212040764,0.24940957019156224,0.9029203470766868,Tissue-specific,Endosperm,Papain family cysteine protease,NA,7.685245874590986
Ca_21203,Endosperm,6.31068,0.10747387096774194,1.886114,6.601221204082875,2.533053094922792,0.65447395194335,0.982969526110064,Tissue-specific,Endosperm,Defensin MtDef4.4,NA,7.681178274319044
Ca_12436,Endosperm,5.972369,0.06383322580645161,0.494941,6.5540056757622995,4.663976036512477,0.7511281003028599,0.9893119085899662,Tissue-specific,Endosperm,ABC transporter A family protein,NA,7.517907710909478
Ca_22316,Endosperm,9.188975,0.9021275645161291,4.430274,5.356620234138667,1.8763279716640449,0.24731509717976988,0.9018250061061076,Tissue-specific,Endosperm,S-adenosyl-L-methionine-dependent methyltransferases superfamily protein,NA,7.312771178026086
Ca_04945,Endosperm,5.671602,0.039928419354838714,0.73985,6.415443482291786,3.8345845906256284,0.8208550604301426,0.9929599398274352,Tissue-specific,Endosperm,uncharacterized protein LOC102667800 isoform X2 [Glycine max],NA,7.290480934762915
Ca_21229,Endosperm,6.352341,0.2054552741935484,1.490958,6.099223386714806,2.9516117895203373,0.4993407789966155,0.9676567624134867,Tissue-specific,Endosperm,L-lactate dehydrogenase A-like [Glycine max],NA,7.265317612926901
Ca_10790,Endosperm,6.029556,0.16723112903225806,2.594096,6.022419917662878,1.9558620582199253,0.5376944905263829,0.9722647689096414,Tissue-specific,Endosperm,topless-related protein 1-like isoform X3 [Glycine max],NA,7.0856311331541555
Ca_01421,Endosperm,5.50153,0.0750428064516129,1.530626,6.0476940648154836,2.569139019357266,0.7028143207010552,0.98635964787039,Tissue-specific,Endosperm,Auxin efflux carrier family protein,NA,6.916613467466873
Ca_22546,Endosperm,5.173788,0.0027949677419354837,0.086644,6.156580555945506,5.681518510202054,0.9835291093963386,0.99945978309472,Tissue-specific,Endosperm,protein YLS9-like [Glycine max],NA,6.882400399821704
Ca_05921,Endosperm,6.071907,0.26059916129032257,1.518185,5.6099569293393365,2.8083349714179064,0.42909544912289554,0.9570811672032654,Tissue-specific,Endosperm,ABC transporter A family protein,NA,6.720005664047014
Ca_20678,Endosperm,5.144853,0.036141370967741934,0.359302,5.930516020473917,4.520594393298914,0.8211747188114478,0.9929752373940048,Tissue-specific,Endosperm,RING/FYVE/PHD zinc finger superfamily protein,NA,6.679721488104061
Ca_18330,Endosperm,5.903222,0.24581170967741936,2.976179,5.541143935617258,1.7361446755792433,0.43651955483039195,0.9583597381773176,Tissue-specific,Endosperm,leguminosin group486 secreted peptide,NA,6.598372947190977
Ca_00255,Endosperm,5.009825,0.019986548387096775,0.284579,5.892062997794754,4.678439395319401,0.8899381604602118,0.996010529631854,Tissue-specific,Endosperm,F-box/RNI/FBD-like domain protein,NA,6.593960037451691
Ca_14222,Endosperm,6.581896,0.43432808064516126,3.786715,5.286026329896338,1.583945566009257,0.32833852965617966,0.934011707166877,Tissue-specific,Endosperm,MYB transcription factor MYB109 [Glycine max],MYB_related,6.557250236493666
Ca_13076,Endosperm,5.336551,0.11066954838709678,1.983775,5.705163168650726,2.12366917746814,0.6086875935791913,0.9792619711894262,Tissue-specific,Endosperm,Auxin efflux carrier family protein,NA,6.553145824457916
Ca_05431,Endosperm,5.966671,0.2805197258064516,1.458141,5.440502679966525,2.834121801800629,0.4069262433647911,0.9529855549591304,Tissue-specific,Endosperm,NLI interacting factor-like phosphatase,NA,6.52187010113462
Ca_05796,Endosperm,5.131831,0.07225887096774193,0.94509,5.7186106508644325,3.1524664668472924,0.6961382588048383,0.985919475725576,Tissue-specific,Endosperm,4-coumarate:CoA ligase 2,NA,6.4891037371246565
Ca_24196,Endosperm,5.098306,0.07937203225806452,1.634981,5.649864752602716,2.314364316099433,0.674482681798091,0.9844316852974174,Tissue-specific,Endosperm,two-component response regulator ARR2-like [Glycine max],ARR-B,6.414919944600606
Ca_22003,Endosperm,5.275197,0.14838435483870968,2.173374,5.464369985153055,1.9774527049128154,0.5341911058831535,0.9718713149786236,Tissue-specific,Endosperm,zinc-finger protein 3,C2H2,6.309208801291137
Ca_14411,Endosperm,5.610164,0.3039137096774194,2.383756,5.069479637295413,1.953499011158015,0.3732274294316418,0.9458280168498784,Tissue-specific,Endosperm,"serine protease inhibitor, Kazal-type family protein",NA,6.0351133633601775
Ca_17923,Endosperm,5.060723,0.1975824193548387,0.946391,5.060798239894863,3.1138260503670643,0.45242476652048697,0.9609576696146304,Tissue-specific,Endosperm,Eukaryotic aspartyl protease family protein,NA,5.843733114070729
Ca_12610,Flower 1,187.327164,14.662369629032257,112.531488,12.024180788768444,1.658809968208996,0.291850220177668,0.9217285453110674,Tissue-specific,Flower 1,leguminosin group485 secreted peptide,NA,24.991616658670786
Ca_12611,Flower 1,123.873035,8.638381822580644,72.12163,12.955809107650154,1.7077441380888256,0.3162746433574059,0.9302642272179684,Tissue-specific,Flower 1,leguminosin group485 secreted peptide,NA,23.942049750689637
Ca_21557,Flower 1,90.748041,6.659869967741936,58.658529,11.977754372643291,1.5378864101728018,0.3053392213651492,0.9266114188873572,Tissue-specific,Flower 1,GDSL-like Lipase/Acylhydrolase superfamily protein,NA,21.641091576061417
Ca_15897,Flower 1,82.138619,7.372998983870968,53.430884,9.929371681538617,1.5274162918243255,0.26436498011134235,0.910237120204432,Tissue-specific,Flower 1,Homeodomain-like transcriptional regulator,NA,19.224395776054884
Ca_20373,Flower 1,43.259326,2.874341935483871,26.305728,11.423701556809648,1.6208806445299684,0.3268211158983,0.9335555543448856,Tissue-specific,Flower 1,Pectate lyase family protein,NA,17.937342192432048
Ca_23951,Flower 1,43.519371,3.0731008064516128,27.552637,10.930093095040336,1.559203480925422,0.3135729039005632,0.9293854498390702,Tissue-specific,Flower 1,probable membrane-associated kinase regulator 6-like [Glycine max],NA,17.560484152390817
Ca_18722,Flower 1,21.108133,1.9411630322580644,13.129894,7.516799564499688,1.5646354459559284,0.2596831410763818,0.9080371991090798,Tissue-specific,Flower 1,"transmembrane protein, putative",NA,11.80272184679518
Ca_13943,Flower 1,18.562257,1.6510025483870967,10.83003,7.379192076560591,1.6536100922820989,0.2661509767757596,0.9110559374117544,Tissue-specific,Flower 1,Papain family cysteine protease,NA,11.269815131664497
Ca_15764,Flower 2,117.392681,9.665435080645162,64.567086,11.100595531714427,1.8056724527913288,0.2815029304681448,0.9176657778124588,Tissue-specific,Flower 2,probable pectinesterase/pectinesterase inhibitor 6-like [Glycine max],NA,21.947877268059166
Ca_09935,Flower 2,8.136701,0.6833701935483871,4.922509,5.427624318772502,1.5427078287259675,0.2775025368183549,0.9160138496488456,Tissue-specific,Flower 2,Reticulon family protein,NA,7.134563535553118
Ca_09533,Flower 3,215.53542,8.54825235483871,119.001095,22.678016034030318,1.8044453677693522,0.44853570530480574,0.9603394543929776,Tissue-specific,Flower 3,Pyridoxal phosphate (PLP)-dependent transferases superfamily protein n=1 Tax=Theobroma cacao RepID=UPI00042B3A8C,NA,33.55240550640965
Ca_17795,Flower 3,418.796233,28.53424548387097,252.394062,14.213880399594299,1.6566932535301477,0.3213209904319423,0.9318660407247,Tissue-specific,Flower 3,cinnamoyl coa reductase,NA,31.092788566794923
Ca_16093,Flower 3,196.056348,12.692037951612903,119.202856,14.392039278330152,1.6393649415451494,0.33257536961135226,0.9352633154647312,Tissue-specific,Flower 3,transcription factor bHLH137-like [Glycine max],bHLH,27.42672618556092
Ca_07510,Flower 3,162.656782,9.988482741935483,41.377471,14.89348309893909,3.861881753160777,0.3443931169414749,0.9385916614166416,Tissue-specific,Flower 3,ethylene-responsive transcription factor 1B,ERF,26.897904783294777
Ca_10289,Flower 3,372.243257,34.504676,246.18383,10.512509873347387,1.5099824976415328,0.25816374226786193,0.9073061087040726,Tissue-specific,Flower 3,SAUR-like auxin-responsive protein family,NA,26.310555623346307
Ca_01929,Flower 3,283.242194,28.544851516129032,169.106184,9.620701388356187,1.6709691988622821,0.24247435281086166,0.8992210478494985,Tissue-specific,Flower 3,2-oxoglutarate (2OG) and Fe(II)-dependent oxygenase superfamily protein,NA,23.939286352811177
Ca_11773,Flower 3,143.461193,14.161235258064517,86.76089,9.528326059260815,1.6460771193181838,0.24630244068168547,0.9012887390524872,Tissue-specific,Flower 3,ethylene-responsive transcription factor 13-like [Glycine max],ERF,21.029947274327863
Ca_09512,Flower 3,200.178594,29.317817483870968,128.131517,6.6356555549233285,1.5579356509844147,0.18049865653161548,0.8535416954528566,Tissue-specific,Flower 3,ethylene-responsive transcription factor 1-like [Glycine max],ERF,17.83278886552362
Ca_19614,Flower 3,159.290119,23.738321967741935,96.612673,6.479425694637403,1.6421035719409098,0.17794237705323668,0.8509742969823387,Tissue-specific,Flower 3,transcription factor bHLH87-like isoform X2 [Glycine max],NA,16.80332356719285
Ca_11850,Flower 3,80.292615,11.159995806451613,44.604098,6.685250249582269,1.7825725881038146,0.18836867308820499,0.8610084401105679,Tissue-specific,Flower 3,BRI1 kinase inhibitor 1-like [Glycine max],NA,14.97437607045909
Ca_13080,Flower 4,1801.359651,201.39258953225806,891.6032,8.905265035470745,2.01921710677264,0.22392354400547707,0.8881996777154092,Tissue-specific,Flower 4,Eukaryotic aspartyl protease family protein,NA,30.30515062881026
Ca_21597,Flower 4,272.85917,31.30702129032258,172.567341,8.476769416127919,1.5778266142822341,0.21945010025641223,0.8852630780547981,Tissue-specific,Flower 4,tyrosine aminotransferase 3,NA,22.103348254847734
Ca_10413,Flower 4,232.758339,25.70780264516129,104.240476,8.75243621145862,2.221182836535251,0.2260447596815656,0.8895515290424834,Tissue-specific,Flower 4,uncharacterized protein LOC100793911 isoform X5 [Glycine max],NA,21.907069281443828
Ca_10807,Flower 4,197.026048,21.36113493548387,124.151553,8.855813829277576,1.58228997765613,0.22930770433907027,0.8915821783346948,Tissue-specific,Flower 4,"Beta-1,3-N-Acetylglucosaminyltransferase family protein",NA,21.404499227708705
Ca_04965,Flower 4,35.214435,1.1909315806451612,15.883317,16.52924049291214,2.1449834176542444,0.48818545894064985,0.9661805853013072,Tissue-specific,Flower 4,pectinesterase family protein,NA,20.24833781265754
Ca_16777,Flower 4,66.044255,5.069064516129032,36.684248,11.04688454403878,1.7791055562525757,0.29591674862212564,0.923247457085722,Tissue-specific,Flower 4,gibberellin 20 oxidase 1-like [Glycine max],NA,19.411964523816547
Ca_07661,Flower 4,141.815086,20.188105629032258,89.066266,6.740342364742257,1.5856667800572526,0.18474012683083646,0.8576448655890372,Tissue-specific,Flower 4,unknown protein,NA,16.899644692498363
Ca_11814,Flower 4,47.781597,5.1261001129032255,26.150101,7.9629121465469925,1.7967372202409118,0.23117439190255198,0.8927181083356585,Tissue-specific,Flower 4,Unknown protein,NA,14.986235850934435
Ca_00682,Flower 4,19.360978,0.7791833225806452,7.200815,11.444002279915198,2.4827993315298538,0.44491977267678406,0.95975496059235,Tissue-specific,Flower 4,Stigma-specific Stig1 family protein,NA,14.673593768001052
Ca_14232,Flower 4,16.270658,0.8592893709677419,7.177383,9.288848884781606,2.1120030699308083,0.3791931499278753,0.9471877922228013,Tissue-specific,Flower 4,Unknown protein,NA,12.518518657015646
Ca_20820,Flower 4,37.132614,5.4787648709677415,20.484846,5.885784522120507,1.7748609415212935,0.17940686121334132,0.8524541021817709,Tissue-specific,Flower 4,cysteine proteinase1,NA,11.45104593857883
Ca_24729,Flower 4,6.107229,0.10597945161290323,1.317371,6.426185395791202,3.0669361962327137,0.6502176396036365,0.9826468842722448,Tissue-specific,Flower 4,pectinesterase family protein,NA,7.461926625381092
Ca_22037,Flower 5,491.972372,19.22938583870968,195.547945,24.369122025280625,2.508153275273369,0.45214585783936456,0.960913687570428,Tissue-specific,Flower 5,"Oxidoreductase, zinc-binding dehydrogenase family protein",NA,39.60033847129057
Ca_00378,Flower 5,447.697135,24.636695758064516,271.763196,17.502143772129983,1.6450061503165552,0.36955944361387527,0.9449701732889926,Tissue-specific,Flower 5,GDSL-like Lipase/Acylhydrolase superfamily protein,NA,34.376957405772764
Ca_18955,Flower 5,117.743449,4.684751032258065,53.946817,20.888064987576666,2.1610614678553626,0.44774355135362953,0.9602122150145436,Tissue-specific,Flower 5,SAUR-like auxin-responsive protein family,NA,29.01512976437991
Ca_23074,Flower 5,389.888008,32.55135272580645,202.440255,11.650439587174782,1.921389687601404,0.2786944945781451,0.9165110184004264,Tissue-specific,Flower 5,Pathogenesis-related thaumatin superfamily protein,NA,27.954939453107738
Ca_02816,Flower 5,137.235613,7.061364806451613,43.015413,17.14791680056065,3.140618332946234,0.38534400445005124,0.9485456824792876,Tissue-specific,Flower 5,"ADP,ATP carrier protein 1, chloroplastic-like [Glycine max]",NA,27.654627702703795
Ca_02162,Flower 5,61.701371,1.9331045483870968,36.563276,21.377134693163,1.6692199849661675,0.5072973972390414,0.9686699903574736,Tissue-specific,Flower 5,Chloroplast heat shock protein-binding protein n=1 Tax=Coffea canephora RepID=Q1W7A9_COFCA,NA,25.550916030462467
Ca_20008,Flower 5,357.556732,36.280688677419356,210.217384,9.61776042021389,1.697572071056424,0.24122434317158567,0.898531658250475,Tissue-specific,Flower 5,uncharacterized protein LOC100807655 isoform X1 [Glycine max],NA,24.900941963656773
Ca_05333,Flower 5,80.845117,6.783008838709677,48.253447,10.515871007743693,1.6617134837283571,0.27770528932333927,0.916098719497064,Tissue-specific,Flower 5,transmembrane amino acid transporter family protein,NA,19.761558461908024
Ca_19951,Flower 5,131.648159,14.987303274193549,82.805903,8.29709405801531,1.5828020968880914,0.22079186931434797,0.8861563778176834,Tissue-specific,Flower 5,hypothetical protein,NA,19.07481083122157
Ca_22048,Flower 5,33.939518,1.8923183225806453,15.523811,12.080108101249909,2.114495136745391,0.36651198719639033,0.944244396087751,Tissue-specific,Flower 5,BON1-associated-like protein,NA,17.40105869331668
Ca_07928,Flower 5,83.476399,11.716862564516129,47.641284,6.642864823884671,1.7367222255070405,0.1868738750656892,0.8596386199587248,Tissue-specific,Flower 5,Flavin-containing monooxygenase family protein,NA,15.03065841705151
Ca_03343,Flower 5,41.146677,4.494140903225807,15.920046,7.671204241459146,2.4909315849377713,0.22800358374110619,0.8907775492240648,Tissue-specific,Flower 5,uncharacterized membrane protein At3g27390-like [Glycine max],NA,14.13240688647173
Ca_16126,Flower 5,41.107139,6.156576516129032,25.466206,5.883698568037613,1.5909775280975293,0.17721572613769992,0.8502309655719646,Tissue-specific,Flower 5,respiratory burst oxidase homologue D,NA,11.729838347618038
Ca_00153,Flower 5,13.481985,0.7110996451612903,5.663351,8.463554440533422,2.173378679886442,0.379495493929332,0.9472555676956108,Tissue-specific,Flower 5,hypothetical protein,NA,11.255224680117461
Ca_17611,Flower 5,9.964823,0.262335,3.488052,8.68614353559079,2.4431140726533473,0.5506276437779795,0.9736738926521826,Tissue-specific,Flower 5,Lipid transfer protein,NA,10.490919886747772
Ca_04993,Flower 5,7.141594,0.2615001935483871,4.144501,6.453898335995551,1.5825818675125152,0.46835959890084666,0.9633834976409484,Tissue-specific,Flower 5,Caleosin-related family protein,NA,7.840597003045624
Ca_14919,Flower bud 1,6990.826835,8.971428322580646,278.050677,701.1860897768041,25.055760158575065,0.9617393684064091,0.9987166856604622,Tissue-specific,Flower bud 1,hypothetical protein,NA,120.58195578623247
Ca_07010,Flower bud 1,3382.524208,4.09685920967742,114.417292,663.8449423079401,29.315574376844673,0.9638120347376109,0.9987888159972402,Tissue-specific,Flower bud 1,Antimicrobial peptide MBP-1 related (LEM1),NA,109.77880394716132
Ca_09854,Flower bud 1,1579.11945,1.5822784677419355,36.570969,611.909005840772,42.05692565448605,0.9698737662439514,0.9989979995067872,Tissue-specific,Flower bud 1,Plant basic secretory protein (BSP) family protein,NA,98.26647625186955
Ca_00322,Flower bud 1,817.856119,0.8381628387096774,19.881297,445.4752874749698,39.214811177677326,0.9692085304686977,0.9989751707919792,Tissue-specific,Flower bud 1,3-ketoacyl-CoA synthase 10,NA,85.06670742312463
Ca_02118,Flower bud 1,973.128669,1.6825962903225806,43.325285,363.12905990146646,21.97681682136956,0.9491260735603176,0.9982709416093438,Tissue-specific,Flower bud 1,"terpene synthase family, metal-binding domain protein",NA,84.28482002063012
Ca_02411,Flower bud 1,898.450449,1.3526435322580646,18.279604,382.3148031851253,46.65295246728097,0.9554096827345073,0.998494470636902,Tissue-specific,Flower bud 1,non-specific lipid-transfer protein 13-like [Glycine max],NA,84.0543760510768
Ca_09630,Flower bud 1,563.741275,0.01815783870967742,0.407527,554.6696725487109,401.2294435559673,0.99900250072227,0.9999677904749662,Tissue-specific,Flower bud 1,Lipid transfer protein (LIM1/2/3/MEN-8),NA,83.32603266954172
Ca_19682,Flower bud 1,1280.290805,4.291088225806452,23.684609,242.16016636250845,51.90646548219581,0.9058781812292117,0.9966483487899404,Tissue-specific,Flower bud 1,spermidine hydroxycinnamoyl transferase-like [Glycine max],NA,81.48527730506116
Ca_03146,Flower bud 1,503.618559,0.5573747741935484,7.964905,324.01870594141695,56.28822157066918,0.9668291195212216,0.99889326005916,Tissue-specific,Flower bud 1,DUF1997 family protein,NA,74.80179565129251
Ca_11561,Flower bud 1,499.804383,0.5509288064516129,6.000532,322.906106919115,71.53804639418833,0.9669581178242876,0.9988977111342148,Tissue-specific,Flower bud 1,HXXXD-type acyl-transferase family protein,NA,74.66648596989896
Ca_21034,Flower bud 1,377.559594,0.1127337741935484,2.776962,340.2067976900947,100.22859483362554,0.9908287437670208,0.9997014146217312,Tissue-specific,Flower bud 1,GDSL-like Lipase/Acylhydrolase superfamily protein,NA,72.00719727020511
Ca_02452,Flower bud 1,591.509217,1.7246650161290322,19.6444,217.4613075341591,28.70072353761795,0.9171057602557852,0.9970842973083732,Tissue-specific,Flower bud 1,"Protein of unknown function, DUF538",NA,71.30896663625643
Ca_24688,Flower bud 1,511.456776,1.0997496451612903,19.642824,244.05613173023593,24.82493558051941,0.9375083850165141,0.9978497701139828,Tissue-specific,Flower bud 1,Cysteine proteinases superfamily protein,NA,71.23632158394082
Ca_07431,Flower bud 1,474.779013,1.378883870967742,15.537003,200.00094111632725,28.77057064088336,0.9174040896888086,0.9970957354196116,Tissue-specific,Flower bud 1,uncharacterized protein LOC102666530 [Glycine max],NA,67.78819897333754
Ca_17488,Flower bud 1,690.522483,4.044386096774193,25.661313,137.08754043276303,25.93730034976147,0.8463338560176603,0.9941430059174856,Tissue-specific,Flower bud 1,Cysteine proteinases superfamily protein,NA,66.57668216394124
Ca_09442,Flower bud 1,840.208068,10.90032635483871,92.848732,70.68781501592704,8.963446282897035,0.7131780823839843,0.9870266345087766,Tissue-specific,Flower bud 1,Gibberellin-regulated family protein,NA,58.91673787645592
Ca_23894,Flower bud 1,212.524024,0.1183008870967742,1.224028,190.9361125111245,96.007794865892,0.9830366595400094,0.9994433528743236,Tissue-specific,Flower bud 1,alpha/beta-Hydrolases superfamily protein,NA,58.59970103426324
Ca_00070,Flower bud 1,191.696974,0.1781238064516129,4.246555,163.56258395319537,36.72828627547029,0.9720014640388362,0.9990708053302312,Tissue-specific,Flower bud 1,3-ketoacyl-CoA synthase 7,NA,55.764109107372626
Ca_03187,Flower bud 1,179.348431,0.060194064516129034,1.540259,170.10888575603445,70.996079927283,0.9897027194526052,0.9996643736207754,Tissue-specific,Flower bud 1,UDP-Glycosyltransferase superfamily protein,NA,55.51902369382617
Ca_01004,Flower bud 1,161.410287,0.10577788709677419,1.804698,146.87424020244163,57.90651506864554,0.980089098204659,0.9993446645250263,Tissue-specific,Flower bud 1,3-ketoacyl-CoA synthase 21,NA,52.82707847151237
Ca_04552,Flower bud 1,150.749698,0.6252942741935484,10.032069,93.3675214448758,13.755325315677412,0.8860654369423274,0.9958521026410708,Tissue-specific,Flower bud 1,unknown protein,NA,47.224331166312886
Ca_10533,Flower bud 1,160.049791,0.8977776451612903,17.330491,84.86230797934842,8.78589618794172,0.8518683522579288,0.9943906353169728,Tissue-specific,Flower bud 1,fatty acyl-CoA reductase 2-like [Glycine max],NA,46.708938455069884
Ca_09853,Flower bud 1,971.372329,34.646775435483875,259.471951,27.277988460972303,3.733117233033664,0.47490060949477714,0.9643321367089468,Tissue-specific,Flower bud 1,Plant basic secretory protein (BSP) family protein,NA,45.652129183774434
Ca_22073,Flower bud 1,298.010396,5.857104112903226,40.0643825,43.605929132291116,7.281502309209204,0.6213979076658839,0.9803459738602434,Tissue-specific,Flower bud 1,peptidoglycan-binding LysM domain-containing protein,NA,43.911565606089596
Ca_03267,Flower bud 1,143.821725,1.0716152258064515,10.194802,69.90763689894338,12.936515089771127,0.8123602868762115,0.9925490031091864,Tissue-specific,Flower bud 1,glycoside hydrolase family 81 protein,NA,43.655424670931
Ca_03796,Flower bud 1,146.643509,1.247396612903226,18.458839,65.69535085721765,7.587477803788807,0.7913296104461297,0.991493680003912,Tissue-specific,Flower bud 1,PI-PLC X domain-containing protein At5g67130-like [Glycine max],NA,43.13755955578534
Ca_13710,Flower bud 1,93.323136,0.03914711290322581,0.568169,90.76976188335345,60.148578373887,0.9871630748171955,0.9995805208163684,Tissue-specific,Flower bud 1,glyoxal oxidase-related protein,NA,42.64626746704972
Ca_10041,Flower bud 1,154.688681,1.6961709838709678,3.994597,57.74436485347581,31.17142003649143,0.746314926457404,0.9890349379611624,Tissue-specific,Flower bud 1,basic helix-loop-helix (bHLH) DNA-binding superfamily protein,bHLH,42.147185490486066
Ca_20234,Flower bud 1,188.955739,3.364211693548387,86.433843,43.52578480113866,2.1725653646494756,0.6443584728382328,0.982195768642156,Tissue-specific,Flower bud 1,early nodulin-like protein 6,NA,40.47328027018351
Ca_05637,Flower bud 1,115.808369,1.322745370967742,9.548277,50.28892553613541,11.073691845597152,0.738510313802719,0.9885781538727332,Tissue-specific,Flower bud 1,F-box family protein,NA,38.37570881573065
Ca_03152,Flower bud 1,164.537001,4.736583838709677,21.223552,28.856372652131245,7.448719313636271,0.528427336384141,0.9712126524129991,Tissue-specific,Flower bud 1,pectinesterase 11,NA,34.72612404305596
Ca_02665,Flower bud 1,179.496035,5.914216145161291,73.932017,26.10506111040726,2.4087972301613076,0.4947019346115796,0.9670509928246532,Tissue-specific,Flower bud 1,strictosidine synthase-like 3,NA,34.114924558247445
Ca_15908,Flower bud 1,62.384309,0.25166498387096775,1.5538735,50.639995379573705,24.818891382051618,0.8888436012386444,0.9959658928999124,Tissue-specific,Flower bud 1,"cytochrome P450, family 718",NA,33.75753306038522
Ca_05272,Flower bud 1,86.35899,1.2796799032258064,5.892813,38.32072646531856,12.673924274458049,0.6852307333196397,0.985181856536004,Tissue-specific,Flower bud 1,Calcium-binding EF hand family protein,NA,33.418819843725615
